Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
12,24.39,2.5,0.2080596174,1.23177175e-06
12,24.39,2.5,0.2171335244,1.30356592e-06
12,24.39,2.5,0.2266031149,1.379334446e-06
12,24.39,2.5,0.2364856392,1.459290415e-06
12,24.39,2.5,0.246799099,1.543659757e-06
12,24.39,2.5,0.2575622806,1.632841413e-06
12,24.39,2.5,0.2687947887,1.726934225e-06
12,24.39,2.5,0.2805170821,1.826200953e-06
12,24.39,2.5,0.2927505111,1.930922082e-06
12,24.39,2.5,0.3055173558,2.041582602e-06
12,24.39,2.5,0.318840867,2.158309254e-06
12,24.39,2.5,0.3327453084,2.281426006e-06
12,24.39,2.5,0.3472560003,2.411280942e-06
12,24.39,2.5,0.3623993659,2.548464047e-06
12,24.39,2.5,0.3782029791,2.693137066e-06
12,24.39,2.5,0.3946956147,2.845699367e-06
12,24.39,2.5,0.4119073003,3.006582771e-06
12,24.39,2.5,0.4298693712,3.176505399e-06
12,24.39,2.5,0.4486145267,3.355672825e-06
12,24.39,2.5,0.4681768898,3.544577283e-06
12,24.39,2.5,0.488592069,3.743754299e-06
12,24.39,2.5,0.5098972227,3.954078354e-06
12,24.39,2.5,0.5321311263,4.175809826e-06
12,24.39,2.5,0.5553342432,4.409555294e-06
12,24.39,2.5,0.5795487972,4.655978672e-06
12,24.39,2.5,0.6048188493,4.916145215e-06
12,24.39,2.5,0.6311903776,5.19038374e-06
12,24.39,2.5,0.6587113602,5.47944156e-06
12,24.39,2.5,0.6874318622,5.784141477e-06
12,24.39,2.5,0.7174041259,6.105781433e-06
12,24.39,2.5,0.7486826654,6.444775604e-06
12,24.39,2.5,0.7813243654,6.802044446e-06
12,24.39,2.5,0.8153885831,7.178607286e-06
12,24.39,2.5,0.8509372562,7.576045736e-06
12,24.39,2.5,0.8880350141,7.994880311e-06
12,24.39,2.5,0.9267492948,8.436244346e-06
12,24.39,2.5,0.9671504661,8.901400091e-06
12,24.39,2.5,1.009311953,9.392274725e-06
12,24.39,2.5,1.053310368,9.909521077e-06
