Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
1,1,2.5,0.8522441003,0.006015709467
1,1,2.5,0.8893989485,0.006355062795
1,1,2.5,0.9281728174,0.006712860703
1,1,2.5,0.9686361847,0.007090084718
1,1,2.5,1.010862589,0.007487774923
1,1,2.5,1.054928765,0.007907728608
1,1,2.5,1.100914777,0.008350438917
1,1,2.5,1.148904166,0.008817115141
1,1,2.5,1.198984102,0.009309047001
1,1,2.5,1.251245534,0.009828424103
1,1,2.5,1.30578336,0.01037586953
1,1,2.5,1.362696595,0.01095287274
1,1,2.5,1.422088547,0.01156103227
1,1,2.5,1.484067003,0.01220301605
1,1,2.5,1.548744424,0.01287960912
1,1,2.5,1.616238142,0.01359264529
1,1,2.5,1.686670575,0.01434410484
1,1,2.5,1.760169443,0.01513723843
1,1,2.5,1.836867992,0.01597303259
1,1,2.5,1.916905241,0.01685374405
1,1,2.5,2.000426221,0.01778182444
1,1,2.5,2.087582236,0.01876123346
1,1,2.5,2.178531134,0.01979320799
1,1,2.5,2.273437585,0.02088052339
1,1,2.5,2.372473372,0.02202621249
1,1,2.5,2.4758177,0.02323509632
1,1,2.5,2.583657506,0.02450872212
1,1,2.5,2.696187797,0.02585050019
1,1,2.5,2.813611988,0.02726417862
1,1,2.5,2.936142264,0.02875562217
1,1,2.5,3.063999953,0.03032676199
1,1,2.5,3.197415912,0.03198178381
1,1,2.5,3.336630935,0.03372531358
1,1,2.5,3.481896173,0.03556447663
1,1,2.5,3.633473575,0.03750167757
1,1,2.5,3.791636343,0.03954204594
1,1,2.5,3.956669406,0.04169128113
1,1,2.5,4.128869921,0.04395802373
1,1,2.5,4.308547782,0.0463452601
1,1,2.5,4.49602616,0.04885926323
1,1,2.5,4.691642061,0.05150703835
1,1,2.5,4.895746903,0.05429903542
1,1,2.5,5.108707124,0.0572389521
1,1,2.5,5.330904809,0.06033443789
1,1,2.5,5.562738339,0.06359407516
1,1,2.5,5.804623075,0.06703045437
1,1,2.5,6.056992061,0.07064813741
1,1,2.5,6.320296759,0.07445641609
1,1,2.5,6.595007809,0.07846575857
1,1,2.5,6.881615825,0.08269125409
1,1,2.5,7.180632212,0.0871385059
1,1,2.5,7.492590025,0.09181874103
1,1,2.5,7.818044855,0.09674465042
1,1,2.5,8.157575749,0.1019341855
1,1,2.5,8.511786166,0.1073941903
1,1,2.5,8.88130497,0.1131381326
1,1,2.5,9.266787459,0.1191812704
1,1,2.5,9.668916429,0.1255447427
1,1,2.5,10.08840328,0.1322368512
1,1,2.5,10.52598918,0.1392735932
1,1,2.5,10.98244621,0.1466731039
1,1,2.5,11.45857865,0.1544599238
1,1,2.5,11.95522421,0.1626440346
1,1,2.5,12.47325538,0.171244185
1,1,2.5,13.01358076,0.1802815913
1,1,2.5,13.57714651,0.1897841796
1,1,2.5,14.16493778,0.1997638214
1,1,2.5,14.77798024,0.2102420906
1,1,2.5,15.41734164,0.2212432672
1,1,2.5,16.08413338,0.2327982392
1,1,2.5,16.77951224,0.2449209405
1,1,2.5,17.50468203,0.2576355775
1,1,2.5,18.26089539,0.2709690842
1,1,2.5,19.04945561,0.2849542338
1,1,2.5,19.8717185,0.2996071311
1,1,2.5,20.72909433,0.3149539965
1,1,2.5,21.6230498,0.3310233841
1,1,2.5,22.55511011,0.3478479143
1,1,2.5,23.52686103,0.3654458897
1,1,2.5,24.53995106,0.3838443111
1,1,2.5,25.59609369,0.4030714135
1,1,2.5,26.69706958,0.4231563241
1,1,2.5,27.84472895,0.4441195059
1,1,2.5,29.04099392,0.4659867028
1,1,2.5,30.28786098,0.4887826941
