Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
7,14.49,2.5,0.2004421106,1.370480398e-06
7,14.49,2.5,0.2091838405,1.450445152e-06
7,14.49,2.5,0.2183067722,1.534839409e-06
7,14.49,2.5,0.2278275248,1.623900721e-06
7,14.49,2.5,0.2377634417,1.717880959e-06
7,14.49,2.5,0.2481326218,1.817225211e-06
7,14.49,2.5,0.2589539528,1.922043335e-06
7,14.49,2.5,0.2702471453,2.032628265e-06
7,14.49,2.5,0.2820327686,2.149292699e-06
7,14.49,2.5,0.294332288,2.272577684e-06
7,14.49,2.5,0.3071681042,2.402624164e-06
7,14.49,2.5,0.3205635933,2.539793314e-06
7,14.49,2.5,0.33454315,2.684473208e-06
7,14.49,2.5,0.3491322313,2.837321985e-06
7,14.49,2.5,0.364357403,2.998519594e-06
7,14.49,2.5,0.3802463878,3.168511285e-06
7,14.49,2.5,0.3968281158,3.347778512e-06
7,14.49,2.5,0.4141327766,3.537122314e-06
7,14.49,2.5,0.4321918746,3.736771496e-06
7,14.49,2.5,0.4510382854,3.947274867e-06
7,14.49,2.5,0.4707063164,4.169229535e-06
7,14.49,2.5,0.4912317679,4.403610944e-06
7,14.49,2.5,0.5126519988,4.650708995e-06
7,14.49,2.5,0.5350059939,4.911200031e-06
7,14.49,2.5,0.5583344344,5.185824362e-06
7,14.49,2.5,0.5826797721,5.475770258e-06
7,14.49,2.5,0.6080863057,5.78140394e-06
7,14.49,2.5,0.6346002609,6.103558746e-06
7,14.49,2.5,0.6622698747,6.44315225e-06
7,14.49,2.5,0.691145482,6.801632377e-06
7,14.49,2.5,0.7212796067,7.179460565e-06
7,14.49,2.5,0.7527270569,7.577663352e-06
7,14.49,2.5,0.7855450235,7.997377642e-06
7,14.49,2.5,0.8197931839,8.440368036e-06
7,14.49,2.5,0.8555338093,8.907214629e-06
7,14.49,2.5,0.8928318774,9.399181608e-06
7,14.49,2.5,0.9317551893,9.917677103e-06
7,14.49,2.5,0.9723744919,1.046485172e-05
7,14.49,2.5,1.014763605,1.104143328e-05
7,14.49,2.5,1.058999555,1.164897807e-05
7,14.49,2.5,1.105162713,1.228922941e-05
7,14.49,2.5,1.153336939,1.296480806e-05
7,14.49,2.5,1.203609733,1.367662547e-05
7,14.49,2.5,1.256072393,1.442659673e-05
7,14.49,2.5,1.310820176,1.521687898e-05
7,14.49,2.5,1.367952475,1.605066493e-05
7,14.49,2.5,1.42757299,1.69290941e-05
7,14.49,2.5,1.489789917,1.785452172e-05
7,14.49,2.5,1.554716144,1.882961514e-05
7,14.49,2.5,1.622469449,1.985826189e-05
7,14.49,2.5,1.693172713,2.094188415e-05
7,14.49,2.5,1.766954139,2.208337628e-05
7,14.49,2.5,1.843947478,2.328603366e-05
7,14.49,2.5,1.924292274,2.455458589e-05
7,14.49,2.5,2.008134104,2.589080495e-05
7,14.49,2.5,2.095624845,2.72982441e-05
7,14.49,2.5,2.186922937,2.878096981e-05
7,14.49,2.5,2.282193671,3.034472929e-05
7,14.49,2.5,2.381609476,3.199172617e-05
7,14.49,2.5,2.485350227,3.372631668e-05
7,14.49,2.5,2.593603565,3.555351089e-05
7,14.49,2.5,2.706565226,3.748028049e-05
7,14.49,2.5,2.824439384,3.950936018e-05
7,14.49,2.5,2.947439018,4.164608067e-05
7,14.49,2.5,3.075786279,4.389660146e-05
7,14.49,2.5,3.209712883,4.626935904e-05
7,14.49,2.5,3.34946052,4.876773871e-05
7,14.49,2.5,3.495281272,5.139824734e-05
7,14.49,2.5,3.647438057,5.416843549e-05
7,14.49,2.5,3.806205085,5.708847776e-05
7,14.49,2.5,3.971868338,6.01625522e-05
7,14.49,2.5,4.144726064,6.339857426e-05
7,14.49,2.5,4.325089296,6.680576301e-05
7,14.49,2.5,4.513282389,7.039633213e-05
7,14.49,2.5,4.709643579,7.417541857e-05
7,14.49,2.5,4.914525566,7.815260685e-05
7,14.49,2.5,5.128296121,8.233909249e-05
7,14.49,2.5,5.351338712,8.674944289e-05
7,14.49,2.5,5.584053161,9.138994404e-05
7,14.49,2.5,5.826856328,9.627212897e-05
7,14.49,2.5,6.080182811,0.0001014094932
7,14.49,2.5,6.34448569,0.0001068192588
7,14.49,2.5,6.620237285,0.0001125090716
7,14.49,2.5,6.907929955,0.0001184926922
