Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
5,10.7,2.5,0.1873821513,3.50847268e-06
5,10.7,2.5,0.1955543677,3.687268913e-06
5,10.7,2.5,0.2040829563,3.874807842e-06
5,10.7,2.5,0.2129834544,4.071507587e-06
5,10.7,2.5,0.2222720762,4.277807827e-06
5,10.7,2.5,0.2319657424,4.494344155e-06
5,10.7,2.5,0.2420821111,4.721431739e-06
5,10.7,2.5,0.2526396099,4.959574583e-06
5,10.7,2.5,0.263657469,5.209304656e-06
5,10.7,2.5,0.2751557569,5.471378732e-06
5,10.7,2.5,0.287155416,5.746183834e-06
5,10.7,2.5,0.2996783012,6.034327418e-06
5,10.7,2.5,0.3127472194,6.336452915e-06
5,10.7,2.5,0.3263859713,6.653462118e-06
5,10.7,2.5,0.3406193937,6.985829205e-06
5,10.7,2.5,0.3554734056,7.334286215e-06
5,10.7,2.5,0.3709750547,7.699611176e-06
5,10.7,2.5,0.3871525667,8.082879398e-06
5,10.7,2.5,0.4040353961,8.484670707e-06
5,10.7,2.5,0.4216542804,8.905867136e-06
5,10.7,2.5,0.4400412951,9.347409189e-06
5,10.7,2.5,0.4592299122,9.810579763e-06
5,10.7,2.5,0.4792550608,1.029608666e-05
5,10.7,2.5,0.5001531907,1.080499244e-05
5,10.7,2.5,0.5219623379,1.133843368e-05
5,10.7,2.5,0.5447221939,1.189794151e-05
5,10.7,2.5,0.5684741774,1.248437868e-05
5,10.7,2.5,0.5932615096,1.309902495e-05
5,10.7,2.5,0.6191292919,1.374325335e-05
5,10.7,2.5,0.6461245879,1.441889176e-05
5,10.7,2.5,0.6742965085,1.512699038e-05
5,10.7,2.5,0.7036963004,1.586909011e-05
5,10.7,2.5,0.734377439,1.664684904e-05
5,10.7,2.5,0.7663957253,1.746244946e-05
5,10.7,2.5,0.7998093858,1.831716823e-05
5,10.7,2.5,0.8346791785,1.921285999e-05
5,10.7,2.5,0.8710685021,2.015152618e-05
5,10.7,2.5,0.9090435106,2.11357719e-05
5,10.7,2.5,0.9486732323,2.216714788e-05
5,10.7,2.5,0.9900296943,2.324788537e-05
5,10.7,2.5,1.033188052,2.438039886e-05
5,10.7,2.5,1.078226726,2.556779715e-05
5,10.7,2.5,1.125227541,2.681196157e-05
5,10.7,2.5,1.174275872,2.811557483e-05
5,10.7,2.5,1.225460803,2.948154757e-05
5,10.7,2.5,1.278875281,3.091358748e-05
5,10.7,2.5,1.334616287,3.241397447e-05
5,10.7,2.5,1.392785006,3.398593153e-05
5,10.7,2.5,1.453487014,3.563296407e-05
5,10.7,2.5,1.516832462,3.735948975e-05
5,10.7,2.5,1.582936274,3.916826847e-05
5,10.7,2.5,1.651918356,4.106316819e-05
5,10.7,2.5,1.723903804,4.304840531e-05
5,10.7,2.5,1.799023136,4.512923596e-05
5,10.7,2.5,1.877412516,4.7308997e-05
5,10.7,2.5,1.959214001,4.959232395e-05
5,10.7,2.5,2.044575794,5.198427981e-05
5,10.7,2.5,2.133652509,5.449110579e-05
5,10.7,2.5,2.226605439,5.711683067e-05
5,10.7,2.5,2.32360285,5.98669995e-05
5,10.7,2.5,2.424820276,6.274767808e-05
5,10.7,2.5,2.530440828,6.576625655e-05
5,10.7,2.5,2.640655521,6.892759112e-05
5,10.7,2.5,2.755663608,7.223829833e-05
5,10.7,2.5,2.875672933,7.570562317e-05
5,10.7,2.5,3.0009003,7.933828256e-05
5,10.7,2.5,3.131571846,8.314211843e-05
5,10.7,2.5,3.267923445,8.712499958e-05
5,10.7,2.5,3.410201121,9.129554386e-05
5,10.7,2.5,3.558661472,9.566397913e-05
5,10.7,2.5,3.713572125,0.0001002373159
5,10.7,2.5,3.875212198,0.0001050248707
5,10.7,2.5,4.043872789,0.0001100368374
5,10.7,2.5,4.219857477,0.000115285131
5,10.7,2.5,4.40348285,0.0001207781385
5,10.7,2.5,4.595079053,0.0001265268255
5,10.7,2.5,4.794990355,0.0001325431597
5,10.7,2.5,5.003575741,0.0001388408864
5,10.7,2.5,5.221209529,0.0001454300013
5,10.7,2.5,5.448282012,0.0001523233094
5,10.7,2.5,5.685200118,0.0001595347179
5,10.7,2.5,5.932388109,0.0001670798737
5,10.7,2.5,6.190288294,0.0001749706331
5,10.7,2.5,6.459361782,0.0001832217932
5,10.7,2.5,6.740089255,0.0001918492912
5,10.7,2.5,7.032971778,0.0002008706147
5,10.7,2.5,7.338531634,0.0002102997458
