Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
7,14.49,2.5,0.2004421106,4.052315226e-06
7,14.49,2.5,0.2091838405,4.258509655e-06
7,14.49,2.5,0.2183067722,4.474778412e-06
7,14.49,2.5,0.2278275248,4.701603165e-06
7,14.49,2.5,0.2377634417,4.939490406e-06
7,14.49,2.5,0.2481326218,5.189171167e-06
7,14.49,2.5,0.2589539528,5.451009631e-06
7,14.49,2.5,0.2702471453,5.725586388e-06
7,14.49,2.5,0.2820327686,6.013514207e-06
7,14.49,2.5,0.294332288,6.31566364e-06
7,14.49,2.5,0.3071681042,6.632481682e-06
7,14.49,2.5,0.3205635933,6.96466806e-06
7,14.49,2.5,0.33454315,7.312963898e-06
7,14.49,2.5,0.3491322313,7.678406694e-06
7,14.49,2.5,0.364357403,8.061543869e-06
7,14.49,2.5,0.3802463878,8.463218614e-06
7,14.49,2.5,0.3968281158,8.884327022e-06
7,14.49,2.5,0.4141327766,9.326106326e-06
7,14.49,2.5,0.4321918746,9.789225657e-06
7,14.49,2.5,0.4510382854,1.027470091e-05
7,14.49,2.5,0.4707063164,1.078361521e-05
7,14.49,2.5,0.4912317679,1.131744469e-05
7,14.49,2.5,0.5126519988,1.18770059e-05
7,14.49,2.5,0.5350059939,1.246352255e-05
7,14.49,2.5,0.5583344344,1.307830342e-05
7,14.49,2.5,0.5826797721,1.372311025e-05
7,14.49,2.5,0.6080863057,1.439893803e-05
7,14.49,2.5,0.6346002609,1.51072604e-05
7,14.49,2.5,0.6622698747,1.584965826e-05
7,14.49,2.5,0.691145482,1.662823457e-05
7,14.49,2.5,0.7212796067,1.744420017e-05
7,14.49,2.5,0.7527270569,1.829932911e-05
7,14.49,2.5,0.7855450235,1.919553014e-05
7,14.49,2.5,0.8197931839,2.013531356e-05
7,14.49,2.5,0.8555338093,2.112015111e-05
7,14.49,2.5,0.8928318774,2.215217758e-05
7,14.49,2.5,0.9317551893,2.32336964e-05
7,14.49,2.5,0.9723744919,2.436770344e-05
7,14.49,2.5,1.014763605,2.555598552e-05
7,14.49,2.5,1.058999555,2.680111022e-05
7,14.49,2.5,1.105162713,2.810585535e-05
7,14.49,2.5,1.153336939,2.947379464e-05
7,14.49,2.5,1.203609733,3.090709508e-05
7,14.49,2.5,1.256072393,3.240884253e-05
7,14.49,2.5,1.310820176,3.39823841e-05
