Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
6,12.1003,2.5,0.2111917599,2.173384351e-05
6,12.1003,2.5,0.2204022506,2.283846155e-05
6,12.1003,2.5,0.2300143795,2.399701753e-05
6,12.1003,2.5,0.2400456561,2.521208973e-05
6,12.1003,2.5,0.2505143531,2.648638923e-05
6,12.1003,2.5,0.2614395393,2.782382447e-05
6,12.1003,2.5,0.2728411142,2.922634923e-05
6,12.1003,2.5,0.2847398444,3.069707114e-05
6,12.1003,2.5,0.2971574011,3.223926997e-05
6,12.1003,2.5,0.3101163996,3.385760049e-05
6,12.1003,2.5,0.3236404403,3.555445982e-05
6,12.1003,2.5,0.3377541516,3.733359307e-05
6,12.1003,2.5,0.3524832346,3.919896669e-05
6,12.1003,2.5,0.3678545098,4.115612831e-05
6,12.1003,2.5,0.3838959656,4.320801261e-05
6,12.1003,2.5,0.4006368092,4.535913216e-05
6,12.1003,2.5,0.4181075198,4.761428231e-05
6,12.1003,2.5,0.4363399035,4.998007856e-05
6,12.1003,2.5,0.4553671512,5.246010697e-05
6,12.1003,2.5,0.4752238986,5.50598037e-05
6,12.1003,2.5,0.4959462893,5.778496421e-05
6,12.1003,2.5,0.5175720399,6.064348069e-05
6,12.1003,2.5,0.5401405087,6.363972792e-05
6,12.1003,2.5,0.5636927667,6.678025301e-05
6,12.1003,2.5,0.5882716721,7.007205751e-05
6,12.1003,2.5,0.6139219476,7.352455891e-05
6,12.1003,2.5,0.640690262,7.714308644e-05
6,12.1003,2.5,0.6686253137,8.093552261e-05
6,12.1003,2.5,0.6977779196,8.491032242e-05
6,12.1003,2.5,0.7282011063,8.907872401e-05
6,12.1003,2.5,0.7599502065,9.344721075e-05
6,12.1003,2.5,0.7930829583,9.802526903e-05
6,12.1003,2.5,0.82765961,0.0001028231036
6,12.1003,2.5,0.8637430286,0.0001078541231
6,12.1003,2.5,0.9013988133,0.0001131262053
6,12.1003,2.5,0.9406954136,0.0001186507608
6,12.1003,2.5,0.9817042527,0.000124440098
6,12.1003,2.5,1.024499857,0.0001305102084
6,12.1003,2.5,1.069159987,0.0001368706528
6,12.1003,2.5,1.115765784,0.0001435351466
6,12.1003,2.5,1.164401909,0.0001505185231
6,12.1003,2.5,1.215156696,0.00015783984
6,12.1003,2.5,1.268122317,0.0001655106868
6,12.1003,2.5,1.323394939,0.0001735475342
6,12.1003,2.5,1.381074901,0.0001819682381
6,12.1003,2.5,1.441266895,0.0001907954837
6,12.1003,2.5,1.504080149,0.0002000433028
6,12.1003,2.5,1.569628627,0.0002097314502
6,12.1003,2.5,1.638031231,0.0002198813889
6,12.1003,2.5,1.709412013,0.0002305200757
6,12.1003,2.5,1.783900397,0.0002416644764
6,12.1003,2.5,1.861631411,0.0002533382459
6,12.1003,2.5,1.942745925,0.0002655671317
6,12.1003,2.5,2.027390904,0.0002783830894
6,12.1003,2.5,2.115719669,0.0002918066002
6,12.1003,2.5,2.20789217,0.0003058659272
6,12.1003,2.5,2.304075267,0.0003205918755
6,12.1003,2.5,2.404443029,0.0003360221987
6,12.1003,2.5,2.509177043,0.0003521815769
6,12.1003,2.5,2.618466728,0.0003691036804
6,12.1003,2.5,2.73250968,0.0003868252327
6,12.1003,2.5,2.851512013,0.000405390631
6,12.1003,2.5,2.975688722,0.0004248295493
6,12.1003,2.5,3.105264065,0.0004451819424
6,12.1003,2.5,3.240471956,0.000466491377
6,12.1003,2.5,3.38155637,0.0004888097329
6,12.1003,2.5,3.528771776,0.0005121725908
6,12.1003,2.5,3.682383578,0.0005366271148
6,12.1003,2.5,3.842668579,0.0005622246515
6,12.1003,2.5,4.00991546,0.0005890253005
6,12.1003,2.5,4.184425286,0.0006170715795
6,12.1003,2.5,4.366512022,0.0006464187751
6,12.1003,2.5,4.556503079,0.0006771268651
6,12.1003,2.5,4.754739879,0.0007092646486
6,12.1003,2.5,4.961578441,0.0007428827184
6,12.1003,2.5,5.17738999,0.0007780452791
