Z,A,SSN(t-tau),Ekn[MeV/n],J(t)[MeV/n^-1 sr^-1 s^-1 m^-2]
1,1,2.5,0.8522441003,0.01868964332
1,1,2.5,0.8893989485,0.01961628406
1,1,2.5,0.9281728174,0.02058761509
1,1,2.5,0.9686361847,0.0216057607
1,1,2.5,1.010862589,0.0226729532
1,1,2.5,1.054928765,0.02379233507
1,1,2.5,1.100914777,0.02496558764
1,1,2.5,1.148904166,0.02619526784
1,1,2.5,1.198984102,0.02748407161
1,1,2.5,1.251245534,0.02883574628
1,1,2.5,1.30578336,0.03025233864
1,1,2.5,1.362696595,0.03173692473
1,1,2.5,1.422088547,0.03329275815
1,1,2.5,1.484067003,0.03492430614
1,1,2.5,1.548744424,0.03663405675
1,1,2.5,1.616238142,0.03842570786
1,1,2.5,1.686670575,0.04030318272
1,1,2.5,1.760169443,0.04227180329
1,1,2.5,1.836867992,0.0443345897
1,1,2.5,1.916905241,0.04649598325
1,1,2.5,2.000426221,0.04876070931
1,1,2.5,2.087582236,0.05113510124
1,1,2.5,2.178531134,0.0536228197
1,1,2.5,2.273437585,0.05622919223
1,1,2.5,2.372473372,0.05895990198
1,1,2.5,2.4758177,0.06182247335
1,1,2.5,2.583657506,0.06482133666
1,1,2.5,2.696187797,0.06796287184
1,1,2.5,2.813611988,0.07125390064
1,1,2.5,2.936142264,0.07470334092
1,1,2.5,3.063999953,0.0783165454
1,1,2.5,3.197415912,0.0821011373
1,1,2.5,3.336630935,0.08606528366
1,1,2.5,3.481896173,0.09021951778
1,1,2.5,3.633473575,0.09457029429
1,1,2.5,3.791636343,0.09912669483
1,1,2.5,3.956669406,0.1038984625
1,1,2.5,4.128869921,0.1088979797
1,1,2.5,4.308547782,0.1141330117
1,1,2.5,4.49602616,0.1196143345
1,1,2.5,4.691642061,0.125353516
1,1,2.5,4.895746903,0.1313650166
1,1,2.5,5.108707124,0.1376581526
1,1,2.5,5.330904809,0.1442456414
1,1,2.5,5.562738339,0.1511411295
1,1,2.5,5.804623075,0.1583613506
1,1,2.5,6.056992061,0.1659174439
1,1,2.5,6.320296759,0.1738243102
1,1,2.5,6.595007809,0.1820979067
1,1,2.5,6.881615825,0.1907573559
1,1,2.5,7.180632212,0.1998159202
1,1,2.5,7.492590025,0.2092908903
1,1,2.5,7.818044855,0.2192007028
1,1,2.5,8.157575749,0.229566829
1,1,2.5,8.511786166,0.2404049783
1,1,2.5,8.88130497,0.2517349542
1,1,2.5,9.266787459,0.2635777099
1,1,2.5,9.668916429,0.2759567591
1,1,2.5,10.08840328,0.2888905952
1,1,2.5,10.52598918,0.3024015038
1,1,2.5,10.98244621,0.3165127566
1,1,2.5,11.45857865,0.3312491817
1,1,2.5,11.95522421,0.3466323946
1,1,2.5,12.47325538,0.3626868778
1,1,2.5,13.01358076,0.3794376471
1,1,2.5,13.57714651,0.3969094895
1,1,2.5,14.16493778,0.415127469
1,1,2.5,14.77798024,0.4341175995
1,1,2.5,15.41734164,0.453905503
1,1,2.5,16.08413338,0.4745136947
1,1,2.5,16.77951224,0.4959710007
1,1,2.5,17.50468203,0.5183037729
1,1,2.5,18.26089539,0.54153632
